date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:09	4136/4136	---MCZ	200	added ('OK')	text/css	etag:W/%226466e603-1028%22	https://robnewtec.wordpress.com/_static/??-eJx9i0EOwjAMBD+EcUEiggPiLW1k0iAnjmqnUX9PuLUXLqud1Q62Al6yUTa0mRIpljqhtT5sPXklVNuYoBUv6exVT7hzUoXCNcSsuNDEEnoN2F87/CcFEmDxo0XJB4A3j3H5qa/0vNyGh3PD1d0/X5shQdY=&cssminify=yes	/home/andrea/websites/sito/robnewtec.wordpress.com/_static/index002c.html	(from https://robnewtec.wordpress.com/)
13:50:09	41610/41610	---MCZ	200	added ('OK')	text/css	etag:W/%2268d4600b-a28a%22	https://robnewtec.wordpress.com/_static/??-eJzTLy/QTc7PK0nNK9EvyUjNTS3WLyhN0i8pBwpUAsmcslT94pLKnFS95OJiHX0iVAPV6Sfl5CdnF4O02OfaGpqbWpibWJiZW2YBADBZKMU=&cssminify=yes	/home/andrea/websites/sito/robnewtec.wordpress.com/_static/indexd580.html	(from https://robnewtec.wordpress.com/)
13:50:09	95513/95513	---MCZ	200	added ('OK')	text/css	etag:W/%226466d54f-17519%22	https://robnewtec.wordpress.com/_static/??-eJx9jEEOAiEQBD/kQECjeDC+ZWEnijIwYWA3/l72op689KFTVXplCCU3zE1z6reYRYfiUwlP0VYZpwxIJE4IFRd10HOU9iFA2iuhCiI7/ROiDt9WxfETT20jCOc4YUIa2D9t5eGA91xRBMZS7ATtPkTZvCtdzNEZt7f2fHq8Afl7R7w=&cssminify=yes	/home/andrea/websites/sito/robnewtec.wordpress.com/_static/index8576.html	(from https://robnewtec.wordpress.com/)
13:50:11	1644/1644	---MCZ	200	added ('OK')	application/xml	date:Sat,%2029%20Nov%202025%2012:50:10%20GMT	https://robnewtec.wordpress.com/osd.xml	/home/andrea/websites/sito/robnewtec.wordpress.com/osd.xml	(from https://robnewtec.wordpress.com/)
13:50:11	107420/107420	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668d3709-1a39c%22	https://robnewtec.wordpress.com/_static/??-eJyFjUsOwjAMRC+E61LEb4E4S5pEUSLnQ+y09Pa0AiR2rGbx3szgXEDnJDYJBsZKAqXm59IF3uHKfNLUjOUNhkezdflEF336K0H0riqxv/L3baTsoFBzPjHOuRplGDQp5veQjgWnYQtgaeNav8fb/jz0x0N/ulzDC4AoQ/M=	/home/andrea/websites/sito/robnewtec.wordpress.com/_static/index7a16.html	(from https://robnewtec.wordpress.com/)
13:50:12	21138/21138	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Sep%202016%2011:06:37%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2016/09/cropped-cropped-i-ciliegi-in-fiore1.jpg	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2016/09/cropped-cropped-i-ciliegi-in-fiore1.jpg	(from https://robnewtec.wordpress.com/)
13:50:12	77142/77142	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:12%20GMT	https://robnewtec.wordpress.com/mbot/	/home/andrea/websites/sito/robnewtec.wordpress.com/mbot/index.html	(from https://robnewtec.wordpress.com/)
13:50:12	131782/131782	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:12%20GMT	https://robnewtec.wordpress.com/programmare-mbot-con-openroberta/	/home/andrea/websites/sito/robnewtec.wordpress.com/programmare-mbot-con-openroberta/index.html	(from https://robnewtec.wordpress.com/)
13:50:12	77173/77173	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:12%20GMT	https://robnewtec.wordpress.com/lego/	/home/andrea/websites/sito/robnewtec.wordpress.com/lego/index.html	(from https://robnewtec.wordpress.com/)
13:50:14	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684460866104.371	https://robnewtec.wordpress.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://robnewtec.wordpress.com/)
13:50:14	104700/104700	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:14%20GMT	https://robnewtec.wordpress.com/lego-spike/	/home/andrea/websites/sito/robnewtec.wordpress.com/lego-spike/index.html	(from https://robnewtec.wordpress.com/)
13:50:14	164068/164068	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:14%20GMT	https://robnewtec.wordpress.com/openrobertaev3/	/home/andrea/websites/sito/robnewtec.wordpress.com/openrobertaev3/index.html	(from https://robnewtec.wordpress.com/)
13:50:14	191165/191165	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:14%20GMT	https://robnewtec.wordpress.com/legoev3blocchi/	/home/andrea/websites/sito/robnewtec.wordpress.com/legoev3blocchi/index.html	(from https://robnewtec.wordpress.com/)
13:50:15	65753/65753	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2029%20Nov%202025%2012:50:15%20GMT	https://robnewtec.wordpress.com/GET	/home/andrea/websites/sito/robnewtec.wordpress.com/GET	(from https://robnewtec.wordpress.com/)
13:50:16	95126/95126	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:16%20GMT	https://robnewtec.wordpress.com/il-sensore-di-colore/	/home/andrea/websites/sito/robnewtec.wordpress.com/il-sensore-di-colore/index.html	(from https://robnewtec.wordpress.com/)
13:50:16	127859/127859	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:16%20GMT	https://robnewtec.wordpress.com/lego-nxt/	/home/andrea/websites/sito/robnewtec.wordpress.com/lego-nxt/index.html	(from https://robnewtec.wordpress.com/)
13:50:16	120997/120997	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:16%20GMT	https://robnewtec.wordpress.com/robotc/	/home/andrea/websites/sito/robnewtec.wordpress.com/robotc/index.html	(from https://robnewtec.wordpress.com/)
13:50:16	314927/314927	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:16%20GMT	https://robnewtec.wordpress.com/corso-nxc/	/home/andrea/websites/sito/robnewtec.wordpress.com/corso-nxc/index.html	(from https://robnewtec.wordpress.com/)
13:50:18	16012/16012	---MCZ	200	added ('OK')	text/css	etag:W/18776-1750255844589.7063	https://robnewtec.wordpress.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20250116	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/mu-plugins/actionbar/actionbar3d0f.css	(from https://robnewtec.wordpress.com/)
13:50:18	77282/77282	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:18%20GMT	https://robnewtec.wordpress.com/arduino/	/home/andrea/websites/sito/robnewtec.wordpress.com/arduino/index.html	(from https://robnewtec.wordpress.com/)
13:50:18	89934/89934	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:18%20GMT	https://robnewtec.wordpress.com/uno-r3-schematic-reference/	/home/andrea/websites/sito/robnewtec.wordpress.com/uno-r3-schematic-reference/index.html	(from https://robnewtec.wordpress.com/)
13:50:18	89821/89821	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:18%20GMT	https://robnewtec.wordpress.com/uno-pinout/	/home/andrea/websites/sito/robnewtec.wordpress.com/uno-pinout/index.html	(from https://robnewtec.wordpress.com/)
13:50:20	9088/9088	---MCZ	200	added ('OK')	application/javascript	etag:W/17401-1738713594313.599	https://robnewtec.wordpress.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20250204	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/mu-plugins/actionbar/actionbarb20e.js	(from https://robnewtec.wordpress.com/)
13:50:20	79541/79541	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:20%20GMT	https://robnewtec.wordpress.com/software-per-la-didattica/	/home/andrea/websites/sito/robnewtec.wordpress.com/software-per-la-didattica/index.html	(from https://robnewtec.wordpress.com/)
13:50:20	95540/95540	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:20%20GMT	https://robnewtec.wordpress.com/arduino-alvik/	/home/andrea/websites/sito/robnewtec.wordpress.com/arduino-alvik/index.html	(from https://robnewtec.wordpress.com/)
13:50:20	307624/307624	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:20%20GMT	https://robnewtec.wordpress.com/corso-base/	/home/andrea/websites/sito/robnewtec.wordpress.com/corso-base/index.html	(from https://robnewtec.wordpress.com/)
13:50:22	13941/13941	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269049260-3675%22	https://robnewtec.wordpress.com/wp-content/js/bilmur.min.js?i=17&m=202548	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/js/bilmur.min6cd4.js	(from https://robnewtec.wordpress.com/)
13:50:27	113480/113480	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:22%20GMT	https://robnewtec.wordpress.com/tinkercad/	/home/andrea/websites/sito/robnewtec.wordpress.com/tinkercad/index.html	(from https://robnewtec.wordpress.com/)
13:50:27	92053/92053	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:23%20GMT	https://robnewtec.wordpress.com/blender/	/home/andrea/websites/sito/robnewtec.wordpress.com/blender/index.html	(from https://robnewtec.wordpress.com/)
13:50:27	201965/201965	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:22%20GMT	https://robnewtec.wordpress.com/freecad/	/home/andrea/websites/sito/robnewtec.wordpress.com/freecad/index.html	(from https://robnewtec.wordpress.com/)
13:50:27	153665/153665	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:22%20GMT	https://robnewtec.wordpress.com/bambustudio/	/home/andrea/websites/sito/robnewtec.wordpress.com/bambustudio/index.html	(from https://robnewtec.wordpress.com/)
13:50:28	143664/143664	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:27%20GMT	https://robnewtec.wordpress.com/onshape/	/home/andrea/websites/sito/robnewtec.wordpress.com/onshape/index.html	(from https://robnewtec.wordpress.com/)
13:50:28	145460/145460	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:28%20GMT	https://robnewtec.wordpress.com/sugarcad/	/home/andrea/websites/sito/robnewtec.wordpress.com/sugarcad/index.html	(from https://robnewtec.wordpress.com/)
13:50:29	1237/1237	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226466d539-4d5%22	https://robnewtec.wordpress.com/wp-content/blog-plugins/marketing-bar/images/wpcom-mark.svg	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/blog-plugins/marketing-bar/images/wpcom-mark.svg	(from https://robnewtec.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1761640963i&cssminify=yes)
13:50:29	77467/77467	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:29%20GMT	https://robnewtec.wordpress.com/progetti-hardware-software/	/home/andrea/websites/sito/robnewtec.wordpress.com/progetti-hardware-software/index.html	(from https://robnewtec.wordpress.com/)
13:50:29	101937/101937	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:29%20GMT	https://robnewtec.wordpress.com/fresa-cnc/	/home/andrea/websites/sito/robnewtec.wordpress.com/fresa-cnc/index.html	(from https://robnewtec.wordpress.com/)
13:50:29	127145/127145	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:29%20GMT	https://robnewtec.wordpress.com/dolcino/	/home/andrea/websites/sito/robnewtec.wordpress.com/dolcino/index.html	(from https://robnewtec.wordpress.com/)
13:50:31	17063/17063	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265301e3e-42a7%22	https://robnewtec.wordpress.com/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	(from https://robnewtec.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1761640963i&cssminify=yes)
13:50:31	91821/91821	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:31%20GMT	https://robnewtec.wordpress.com/meridiana-digitale/	/home/andrea/websites/sito/robnewtec.wordpress.com/meridiana-digitale/index.html	(from https://robnewtec.wordpress.com/)
13:50:31	77738/77738	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:31%20GMT	https://robnewtec.wordpress.com/astronomia-con-le-nuove-tecnologie-2/	/home/andrea/websites/sito/robnewtec.wordpress.com/astronomia-con-le-nuove-tecnologie-2/index.html	(from https://robnewtec.wordpress.com/)
13:50:31	90888/90888	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:31%20GMT	https://robnewtec.wordpress.com/montatura-equatoriale/	/home/andrea/websites/sito/robnewtec.wordpress.com/montatura-equatoriale/index.html	(from https://robnewtec.wordpress.com/)
13:50:32	154/154	---M--	200	added ('OK')	image/svg+xml	etag:%226466d63b-9a%22	https://robnewtec.wordpress.com/wp-content/blog-plugins/marketing-bar/images/arrow.svg	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/blog-plugins/marketing-bar/images/arrow.svg	(from https://robnewtec.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1761640963i&cssminify=yes)
13:50:37	79165/79165	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:33%20GMT	https://robnewtec.wordpress.com/installazione-del-software/	/home/andrea/websites/sito/robnewtec.wordpress.com/installazione-del-software/index.html	(from https://robnewtec.wordpress.com/)
13:50:37	80538/80538	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:33%20GMT	https://robnewtec.wordpress.com/mondi-virtuali/	/home/andrea/websites/sito/robnewtec.wordpress.com/mondi-virtuali/index.html	(from https://robnewtec.wordpress.com/)
13:50:37	106628/106628	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:33%20GMT	https://robnewtec.wordpress.com/astronomia-con-le-nuove-tecnologie/	/home/andrea/websites/sito/robnewtec.wordpress.com/astronomia-con-le-nuove-tecnologie/index.html	(from https://robnewtec.wordpress.com/)
13:50:37	102826/102826	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:33%20GMT	https://robnewtec.wordpress.com/puntatore-astronomico/	/home/andrea/websites/sito/robnewtec.wordpress.com/puntatore-astronomico/index.html	(from https://robnewtec.wordpress.com/)
13:50:41	77881/77881	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:37%20GMT	https://robnewtec.wordpress.com/mondi-virtuali-creazione-di-oggetti-e-contenuti/	/home/andrea/websites/sito/robnewtec.wordpress.com/mondi-virtuali-creazione-di-oggetti-e-contenuti/index.html	(from https://robnewtec.wordpress.com/)
13:50:42	79032/79032	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:38%20GMT	https://robnewtec.wordpress.com/mondi-virtuali-gestione-del-server/	/home/andrea/websites/sito/robnewtec.wordpress.com/mondi-virtuali-gestione-del-server/index.html	(from https://robnewtec.wordpress.com/)
13:50:42	79591/79591	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:38%20GMT	https://robnewtec.wordpress.com/mondi-virtuali-linguaggio-di-scripting/	/home/andrea/websites/sito/robnewtec.wordpress.com/mondi-virtuali-linguaggio-di-scripting/index.html	(from https://robnewtec.wordpress.com/)
13:50:42	131649/131649	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:38%20GMT	https://robnewtec.wordpress.com/scratch/	/home/andrea/websites/sito/robnewtec.wordpress.com/scratch/index.html	(from https://robnewtec.wordpress.com/)
13:50:43	77307/77307	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:41%20GMT	https://robnewtec.wordpress.com/ausili-ai-corsi/	/home/andrea/websites/sito/robnewtec.wordpress.com/ausili-ai-corsi/index.html	(from https://robnewtec.wordpress.com/)
13:50:44	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226466d581-11f6%22	https://robnewtec.wordpress.com/wp-includes/js/mediaelement/mejs-controls.svg	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://robnewtec.wordpress.com/_static/??-eJzTLy/QzcxLzilNSS3WzyrWz01NyUxMzUnNTc0rQeEU5CRWphbp5qSmJyZX6uVm5uklFxfr6OPTDpRD5sM02efaGpoZmFkYGRuZGmQBAHPvL0Y=&cssminify=yes)
13:50:45	89644/89644	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:43%20GMT	https://robnewtec.wordpress.com/risorse-per-la-stampa-in-3d/	/home/andrea/websites/sito/robnewtec.wordpress.com/risorse-per-la-stampa-in-3d/index.html	(from https://robnewtec.wordpress.com/)
13:50:45	117181/117181	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:43%20GMT	https://robnewtec.wordpress.com/scienza-con-lego-spike/	/home/andrea/websites/sito/robnewtec.wordpress.com/scienza-con-lego-spike/index.html	(from https://robnewtec.wordpress.com/)
13:50:45	80850/80850	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:44%20GMT	https://robnewtec.wordpress.com/stampa-3d-idee/	/home/andrea/websites/sito/robnewtec.wordpress.com/stampa-3d-idee/index.html	(from https://robnewtec.wordpress.com/)
13:50:45	282/282	---M--	200	added ('OK')	image/svg+xml	etag:%22650e1677-11a%22	https://robnewtec.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/arrow-left.svg	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/arrow-left.svg	(from https://robnewtec.wordpress.com/_static/??-eJx9jEEOAiEQBD/kQECjeDC+ZWEnijIwYWA3/l72op689KFTVXplCCU3zE1z6reYRYfiUwlP0VYZpwxIJE4IFRd10HOU9iFA2iuhCiI7/ROiDt9WxfETT20jCOc4YUIa2D9t5eGA91xRBMZS7ATtPkTZvCtdzNEZt7f2fHq8Afl7R7w=&cssminify=yes)
13:50:46	95117/95117	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268f229d0-1738d%22	https://robnewtec.wordpress.com/_static/??-eJyFjc0OAiEQg19Idtg9iBfjs/AXhAwDkQHi28vejBcvbdL0a2FWYQuxJwaDJYiKPURqMMvLadeERd2ab5BWpBnFOLbULvCF8dPnVajdAM8VvJfi8CdBesSgORb6hf592VxhHKdtppNDvwYe+b6rq1RS3tSePqfmREQ=	/home/andrea/websites/sito/robnewtec.wordpress.com/_static/index51b9.html	(from https://robnewtec.wordpress.com/)
13:50:46	73527/73527	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:46%20GMT	https://robnewtec.wordpress.com/category/senza-categoria/	/home/andrea/websites/sito/robnewtec.wordpress.com/category/senza-categoria/index.html	(from https://robnewtec.wordpress.com/)
13:50:46	73604/73604	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:46%20GMT	https://robnewtec.wordpress.com/author/andreacristofori/	/home/andrea/websites/sito/robnewtec.wordpress.com/author/andreacristofori/index.html	(from https://robnewtec.wordpress.com/)
13:50:46	156138/156138	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2012:50:46%20GMT	https://robnewtec.wordpress.com/2016/09/28/prova-prova/	/home/andrea/websites/sito/robnewtec.wordpress.com/2016/09/28/prova-prova/index.html	(from https://robnewtec.wordpress.com/)
13:50:47	275/275	---M--	200	added ('OK')	image/svg+xml	etag:%22650e1677-113%22	https://robnewtec.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/arrow-right.svg	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/arrow-right.svg	(from https://robnewtec.wordpress.com/_static/??-eJx9jEEOAiEQBD/kQECjeDC+ZWEnijIwYWA3/l72op689KFTVXplCCU3zE1z6reYRYfiUwlP0VYZpwxIJE4IFRd10HOU9iFA2iuhCiI7/ROiDt9WxfETT20jCOc4YUIa2D9t5eGA91xRBMZS7ATtPkTZvCtdzNEZt7f2fHq8Afl7R7w=&cssminify=yes)
13:50:48	488/488	---M--	200	added ('OK')	image/svg+xml	etag:%226466e582-1e8%22	https://robnewtec.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/close.svg	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/close.svg	(from https://robnewtec.wordpress.com/_static/??-eJx9jEEOAiEQBD/kQECjeDC+ZWEnijIwYWA3/l72op689KFTVXplCCU3zE1z6reYRYfiUwlP0VYZpwxIJE4IFRd10HOU9iFA2iuhCiI7/ROiDt9WxfETT20jCOc4YUIa2D9t5eGA91xRBMZS7ATtPkTZvCtdzNEZt7f2fHq8Afl7R7w=&cssminify=yes)
13:50:50	721/721	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22650e1677-2d1%22	https://robnewtec.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/social/twitter.svg	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/social/twitter.svg	(from https://robnewtec.wordpress.com/_static/??-eJx9jEEOAiEQBD/kQECjeDC+ZWEnijIwYWA3/l72op689KFTVXplCCU3zE1z6reYRYfiUwlP0VYZpwxIJE4IFRd10HOU9iFA2iuhCiI7/ROiDt9WxfETT20jCOc4YUIa2D9t5eGA91xRBMZS7ATtPkTZvCtdzNEZt7f2fHq8Afl7R7w=&cssminify=yes)
13:50:50	65728/65728	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2029%20Nov%202025%2012:50:50%20GMT	https://robnewtec.wordpress.com/mbot/GET	/home/andrea/websites/sito/robnewtec.wordpress.com/mbot/GET	(from https://robnewtec.wordpress.com/mbot/)
13:50:53	33749/33749	---MCZ	200	added ('OK')	text/css	etag:W/%226880ecad-83d5%22	https://robnewtec.wordpress.com/_static/??-eJyNjcsKAjEMRX/IGtQZBxfip0hMS9sxTYppGfx7H7gRN+7ugcs5sFRHKi1Ig9Jd5R6zGMyhVaTrh8G6QFHfORhYwlvw6P39PbPENZmt4G/ROQuBKWVkxxrVvuBH1lIoz2waILJekF+HUzlupnG3nQ77YZwfuRJIaQ==&cssminify=yes	/home/andrea/websites/sito/robnewtec.wordpress.com/_static/index3b27.html	(from https://robnewtec.wordpress.com/mbot/)
13:50:53	13388/13388	---MCZ	200	added ('OK')	text/css	etag:W/%226900820c-344c%22	https://robnewtec.wordpress.com/_static/??/wp-content/mu-plugins/likes/jetpack-likes.css,/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1761640963j&cssminify=yes	/home/andrea/websites/sito/robnewtec.wordpress.com/_static/index252e.html	(from https://robnewtec.wordpress.com/mbot/)
